"Journal Data Filtered By:  Selected Categories: INFORMATION SCIENCE & LIBRARY SCIENCE Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2021 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of Citable OA
"Journal of Business & Finance Librarianship","J BUS FINANC LIBR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0896-3568","1547-0644","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","160","N/A","N/A","0.25","0"%,
"Annals of Library and Information Studies","ANN LIBR INF STUD","NATL INST SCIENCE COMMUNICATION-NISCAIR","0972-5423","0975-2404","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","190","N/A","N/A","0.23","0"%,
"Journal of Map & Geography Libraries","J MAP GEOGR LIBR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1542-0353","1542-0361","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","80","N/A","N/A","0.23","4.35"%,
"PUBLISHING RESEARCH QUARTERLY","PUBLISH RES Q","SPRINGER","1053-8801","1936-4792","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","279","N/A","N/A","0.23","9.29"%,
"Collection Management","COLLECT MANAG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0146-2679","1545-2549","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","154","N/A","N/A","0.22","1.16"%,
"Collection and Curation","COLLECT CURATION","EMERALD GROUP PUBLISHING LTD","2514-9326","2514-9326","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","52","N/A","N/A","0.21","0"%,
"DESIDOC Journal of Library & Information Technology","DESIDOC J LIB INF TE","DEFENCE SCIENTIFIC INFORMATION DOCUMENTATION CENTRE","0974-0643","0976-4658","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","359","N/A","N/A","0.21","47.8"%,
"International Journal of Public Administration in the Digital Age","INT J PUBLIC ADM DIG","IGI GLOBAL","2334-4520","2334-4539","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","77","N/A","N/A","0.21","46.34"%,
"Archives and Manuscripts","ARCH MANUSCR","Australian Society Archivists Inc","0157-6895","2164-6058","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","148","N/A","N/A","0.2","16.98"%,
"Cataloging & Classification Quarterly","CAT CLASSIF Q","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0163-9374","1544-4554","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","429","N/A","N/A","0.2","6.5"%,
"South African Journal of Libraries and Information Science","S AFR J LIBR INF","FORUM PRESS","0256-8861","2304-8263","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","140","N/A","N/A","0.19","80"%,
"Evidence Based Library and Information Practice","EVID BASED LIB INF P","UNIV ALBERTA","1715-720X","1715-720X","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","322","N/A","N/A","0.18","98.15"%,
"LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES","LIBR COLLECT ACQUIS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1464-9055","1873-1821","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","95","N/A","N/A","0.17","N/A",
"Technical Services Quarterly","TECH SERV Q","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0731-7131","1555-3337","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","109","N/A","N/A","0.16","1.37"%,
"JLIS.it","JLIS.IT","UNIV STUDI FIRENZE, DIPT STUDI MEDIOEVO & RINASCIMENTO","2038-5366","2038-1026","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","75","N/A","N/A","0.14","0"%,
"Scientific and Technical Information Processing","SCI TECH INF PROCESS","PLEIADES PUBLISHING INC","0147-6882","1934-8118","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","172","N/A","N/A","0.14","1.27"%,
"Anales de Documentacion","AN DOC","UNIV MURCIA","1575-2437","1697-7904","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","81","N/A","N/A","0.13","97.06"%,
"Ibersid-Revista de Sistemas de Informacion y Documentacion","IBERSID","IBERSID NETWORK","1888-0967","2174-081X","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","42","N/A","N/A","0.12","0"%,
"AIB Studi","AIB STUD","ASSOC ITALIANA BIBLIOTECHE-AIB","2280-9112","2239-6144","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","40","N/A","N/A","0.11","0"%,
"Revista General de Informacion y Documentacion","REV GEN INF DOC","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","1132-1873","1988-2858","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","136","N/A","N/A","0.11","83.95"%,
"Metodos de informacion","METODOS INF","COLLEGI OFICIAL BIBLIOTECARIS & DOCUMENTALISTES COMUNITAT VALENCI","1134-2838","2173-1241","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","21","N/A","N/A","0.1","86.36"%,
"Nauchnye i Tekhnicheskie Biblioteki-Scientific and Technical Libraries","NAUCHNYE TEK BIBL","RUSSIAN NATL PUBLIC LIBRARY SCIENCE & TECHNOLOGY","0130-9765","0130-9765","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","106","N/A","N/A","0.1","91.29"%,
"Library & Information History","LIBR INF HIST","EDINBURGH UNIV PRESS","1758-3489","1758-3497","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","51","N/A","N/A","0.09","0"%,
"Bibliotecas-Anales de Investigacion","BIBL-AN INVESTIG","BIBLIOTECA NACL CUBA JOSE MARTI","0006-176X","1683-8947","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","42","N/A","N/A","0.08","0"%,
"Cuadernos de Documentacion Multimedia","CUAD DOC MULTIMED","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","1575-9733","1575-9733","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","35","N/A","N/A","0.08","82.76"%,
"Qualitative & Quantitative Methods in Libraries","QUAL QUANT METHODS L","INT SOC ART SCIENCE & TECHNOLOGY-ISAST","2241-1925","2241-1925","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","154","N/A","N/A","0.08","0"%,
"Bibliothek Forschung und Praxis","BIBL FORSCH PRAX","WALTER DE GRUYTER GMBH","0341-4183","1865-7648","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","60","N/A","N/A","0.07","36.97"%,
"Em Questao","EM QUESTAO","UNIV FEDERAL RIO GRANDE SUL, FAC BIBLIOTECONOMIA & COMUNICACAO","1807-8893","1808-5245","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","146","N/A","N/A","0.07","91.92"%,
"Journal of Library and Information Studies","J LIBR INFORM STUD","NATL TAIWAN UNIV, DEPT LIBRARY & INFORMATION SCIENCE","1606-7509","2309-9119","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","30","N/A","N/A","0.07","0"%,
"Journal of the Canadian Health Libraries Association","J CAN HEALTH LIBRARI","CANADIAN HEALTH LIBRARIES ASSOC","1708-6892","1708-6892","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","120","N/A","N/A","0.07","96.55"%,
"Turkish Librarianship","TURK LIBRARIANSH","TURKISH LIBRARIANS ASSOC","1300-0039","2147-9682","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","62","N/A","N/A","0.07","65.27"%,
"Biblios-Revista de Bibliotecologia y Ciencias de la Informacion","BIBLIOS","UNIV PITTSBURGH, UNIV LIBRARY SYSTEM","1562-4730","1562-4730","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","54","N/A","N/A","0.06","97.14"%,
"Encontros Bibli-Revista Eletronica de Biblioteconomia e Ciencia da Informacao","ENCONTROS BIBLI","UNIV FEDERAL SANTA CATARINA","N/A","1518-2924","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","43","N/A","N/A","0.06","93.75"%,
"Libres-Library and Information Science Research Electronic Journal","LIBRES","NANYANG TECHNOLOGICAL UNIV LIBRARY","1058-6768","1058-6768","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","44","N/A","N/A","0.06","33.33"%,
"Perspectivas em Ciencia da Informacao","PERSPECT CIENC INF","UNIV FEDERAL MINAS GERAIS, ESCOLA BIBLIOTECONOMIA","1413-9936","1981-5344","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","240","N/A","N/A","0.06","88.73"%,
"E-Ciencias de la Informacion","E-CIENC INF","UNIV COSTA RICA","1659-4142","1659-4142","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","11","N/A","N/A","0.05","93.44"%,
"Scire-Representacion y Organizacion del Conocimiento","SCIRE","UNIV ZARAGOZA","1135-3716","2340-7042","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","31","N/A","N/A","0.05","0"%,
"BiD-Textos Universitaris de Biblioteconomia i Documentacio","BID-TEXTOS UNIV BIBL","UNIV BARCELONA, SERVEI PUBLICACIONS","1575-5886","1575-5886","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","37","N/A","N/A","0.04","86.54"%,
"Revista Ibero-Americana de Ciencia da Informacao","REV IBERI-AM CIENC I","UNIV BRASILIA, DEPT CIENCIA INFORMACAO","1983-5213","1983-5213","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","18","N/A","N/A","0.04","48.45"%,
"AtoZ-Novas Praticas em Informacao e Conhecimento","ATOZ","UNIV FEDERAL PARANA, DEPT CIENCIA & GESTAO INFORMACAO","2237-826X","2237-826X","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","23","N/A","N/A","0.03","85.56"%,
"Bibliotecas-Revista de la Escuela de Bibliotecologia Documentacion e Informacion","BIBLIOTECAS","UNIV NACL, ESCUELA BIBLIOTECOLOGIA DOCUMENTACION & INFORMACION","1409-3049","1659-3286","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","9","N/A","N/A","0.02","100"%,
"Bosniaca-Journal of the National and University Library of Bosnia and Herzegovina","BOSNIACA","NATL & UNIV LIBRARY BOSNIA & HERZEGOVINA","1512-5033","2303-8888","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","4","N/A","N/A","0.02","100"%,
"Documentation et Bibliotheques","DOC BIBL","ASSOC AVANCEMENT SCIENCES TECHNIQUES DOCUMENTATION","0315-2340","0315-2340","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","13","N/A","N/A","0.02","3.92"%,

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
